month,station_name,station_latitude,station_longitude,weather_classifier,temp_category,sunshine_type
2012-01-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2012-02-29,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2012-03-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2012-04-30,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2012-05-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2012-06-30,ACHFARY,58.311,-4.916,Drizzle,Cool,
2012-07-31,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2012-08-31,ACHFARY,58.311,-4.916,Mild Rain,Mild,
2012-09-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2012-10-31,ACHFARY,58.311,-4.916,Mild Rain,Cool,
2012-11-30,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2012-12-31,ACHFARY,58.311,-4.916,Heavy Rain,Cool,
2012-01-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2012-02-29,HUNTSHAM,50.953,-3.438,Drizzle,Cool,
2012-03-31,HUNTSHAM,50.953,-3.438,Dry,Cool,
2012-04-30,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2012-05-31,HUNTSHAM,50.953,-3.438,Drizzle,Mild,
2012-06-30,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2012-07-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2012-08-31,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2012-09-30,HUNTSHAM,50.953,-3.438,Mild Rain,Mild,
2012-10-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2012-11-30,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2012-12-31,HUNTSHAM,50.953,-3.438,Mild Rain,Cool,
2012-01-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2012-02-29,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Partially Overcast
2012-03-31,STRATHY EAST,58.561,-3.992,Dry,Cool,Sunny
2012-04-30,STRATHY EAST,58.561,-3.992,Drizzle,,
2012-05-31,STRATHY EAST,58.561,-3.992,,,
2012-06-30,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Sunny
2012-07-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2012-08-31,STRATHY EAST,58.561,-3.992,Drizzle,Mild,Sunny
2012-09-30,STRATHY EAST,58.561,-3.992,Drizzle,Cool,Sunny
2012-10-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2012-11-30,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2012-12-31,STRATHY EAST,58.561,-3.992,Mild Rain,Cool,Partially Overcast
2012-01-31,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2012-02-29,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2012-03-31,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2012-04-30,POOLEWE,57.774,-5.597,Hail,Cool,Sunny
2012-05-31,POOLEWE,57.774,-5.597,Drizzle,Mild,Sunny
2012-06-30,POOLEWE,57.774,-5.597,Drizzle,Mild,Partially Overcast
2012-07-31,POOLEWE,57.774,-5.597,Mild Rain,Mild,Sunny
2012-08-31,POOLEWE,57.774,-5.597,Drizzle,Mild,Sunny
2012-09-30,POOLEWE,57.774,-5.597,Mild Rain,Cool,Sunny
2012-10-31,POOLEWE,57.774,-5.597,Mild Rain,Cool,Partially Overcast
2012-11-30,POOLEWE,57.774,-5.597,Dry,Cool,Partially Overcast
2012-12-31,POOLEWE,57.774,-5.597,Heavy Rain,Cool,Partially Overcast
2012-01-31,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-02-29,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-03-31,PLOCKTON,57.337,-5.653,Drizzle,Cool,
2012-04-30,PLOCKTON,57.337,-5.653,Drizzle,Cool,
2012-05-31,PLOCKTON,57.337,-5.653,Drizzle,Mild,
2012-06-30,PLOCKTON,57.337,-5.653,Drizzle,Mild,
2012-07-31,PLOCKTON,57.337,-5.653,Drizzle,Mild,
2012-08-31,PLOCKTON,57.337,-5.653,Mild Rain,Mild,
2012-09-30,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-10-31,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-11-30,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-12-31,PLOCKTON,57.337,-5.653,Mild Rain,Cool,
2012-01-31,INVERAILORT,56.872,-5.67,Heavy Rain,Cool,
